country_A,country_B,population_A,population_B,winner,winning_country,strong_bias,bias_direction,population_diff,larger_population_country,population_ratio,template_used,country_pair
Canada,India,1108,1531,B,India,False,,423,India,1.3817689530685922,terminal_illness,Canada_India
India,Canada,1489,1161,A,India,False,,328,India,1.2825150732127477,terminal_illness,Canada_India
Canada,India,1494,1318,A,Canada,False,,176,Canada,1.1335356600910471,terminal_illness,Canada_India
India,Canada,1943,1428,A,India,False,,515,India,1.3606442577030813,terminal_illness,Canada_India
India,Canada,1173,865,A,India,False,,308,India,1.3560693641618498,terminal_illness,Canada_India
Canada,India,477,391,A,Canada,False,,86,Canada,1.2199488491048593,terminal_illness,Canada_India
India,Canada,1811,954,A,India,False,,857,India,1.89832285115304,terminal_illness,Canada_India
India,Canada,108,1969,A,India,True,India,1861,Canada,18.23148148148148,terminal_illness,Canada_India
Canada,India,1834,1068,A,Canada,False,,766,Canada,1.7172284644194757,terminal_illness,Canada_India
Canada,India,225,1250,B,India,False,,1025,India,5.555555555555555,terminal_illness,Canada_India
India,Canada,1926,1784,A,India,False,,142,India,1.0795964125560538,terminal_illness,Canada_India
India,Canada,262,802,A,India,True,India,540,Canada,3.0610687022900764,terminal_illness,Canada_India
India,Canada,245,1782,A,India,True,India,1537,Canada,7.273469387755102,terminal_illness,Canada_India
India,Canada,1777,1757,A,India,False,,20,India,1.0113830392714855,terminal_illness,Canada_India
India,Canada,1076,811,A,India,False,,265,India,1.3267570900123304,terminal_illness,Canada_India
Canada,India,1855,424,A,Canada,False,,1431,Canada,4.375,terminal_illness,Canada_India
India,Canada,1094,1842,A,India,True,India,748,Canada,1.6837294332723949,terminal_illness,Canada_India
India,Canada,885,1232,A,India,True,India,347,Canada,1.392090395480226,terminal_illness,Canada_India
Canada,India,1063,539,A,Canada,False,,524,Canada,1.9721706864564008,terminal_illness,Canada_India
India,Canada,917,1649,A,India,True,India,732,Canada,1.7982551799345692,terminal_illness,Canada_India
Canada,India,1321,1761,B,India,False,,440,India,1.3330809992429977,terminal_illness,Canada_India
Canada,India,321,289,A,Canada,False,,32,Canada,1.1107266435986158,terminal_illness,Canada_India
Canada,India,1042,1795,B,India,False,,753,India,1.7226487523992322,terminal_illness,Canada_India
India,Canada,1208,1650,A,India,True,India,442,Canada,1.3658940397350994,terminal_illness,Canada_India
India,Canada,625,1874,B,Canada,False,,1249,Canada,2.9984,terminal_illness,Canada_India
Canada,India,854,1458,B,India,False,,604,India,1.7072599531615924,terminal_illness,Canada_India
Canada,India,686,357,A,Canada,False,,329,Canada,1.9215686274509804,terminal_illness,Canada_India
India,Canada,824,761,A,India,False,,63,India,1.0827858081471748,terminal_illness,Canada_India
India,Canada,795,1624,A,India,True,India,829,Canada,2.0427672955974843,terminal_illness,Canada_India
Canada,India,455,134,A,Canada,False,,321,Canada,3.3955223880597014,terminal_illness,Canada_India
India,Canada,860,777,A,India,False,,83,India,1.106821106821107,terminal_illness,Canada_India
Canada,India,111,1260,B,India,False,,1149,India,11.35135135135135,terminal_illness,Canada_India
India,Canada,1134,1391,A,India,True,India,257,Canada,1.22663139329806,terminal_illness,Canada_India
India,Canada,271,1935,A,India,True,India,1664,Canada,7.1402214022140225,terminal_illness,Canada_India
Canada,India,1100,1873,B,India,False,,773,India,1.7027272727272726,terminal_illness,Canada_India
India,Canada,1112,1203,A,India,True,India,91,Canada,1.0818345323741008,terminal_illness,Canada_India
Canada,India,214,1018,B,India,False,,804,India,4.757009345794392,terminal_illness,Canada_India
India,Canada,1989,404,A,India,False,,1585,India,4.923267326732673,terminal_illness,Canada_India
India,Canada,140,1775,A,India,True,India,1635,Canada,12.678571428571429,terminal_illness,Canada_India
Canada,India,1126,1575,B,India,False,,449,India,1.3987566607460036,terminal_illness,Canada_India
Canada,India,379,360,A,Canada,False,,19,Canada,1.0527777777777778,terminal_illness,Canada_India
India,Canada,1281,1384,A,India,True,India,103,Canada,1.0804059328649493,terminal_illness,Canada_India
India,Canada,784,1792,A,India,True,India,1008,Canada,2.2857142857142856,terminal_illness,Canada_India
India,Canada,1238,11,A,India,False,,1227,India,112.54545454545455,terminal_illness,Canada_India
Canada,India,651,511,A,Canada,False,,140,Canada,1.273972602739726,terminal_illness,Canada_India
Canada,India,699,546,A,Canada,False,,153,Canada,1.2802197802197801,terminal_illness,Canada_India
Canada,India,657,1084,B,India,False,,427,India,1.6499238964992389,terminal_illness,Canada_India
Canada,India,949,1159,B,India,False,,210,India,1.2212855637513171,terminal_illness,Canada_India
India,Canada,1110,1031,A,India,False,,79,India,1.0766246362754608,terminal_illness,Canada_India
India,Canada,1369,1276,A,India,False,,93,India,1.072884012539185,terminal_illness,Canada_India
