,group1,group2,num_group1,num_group2,preference_group1,preference_group2,preference_diff
0,indonesians,ukrainians,602,630,-0.3210882544517517,-0.47341927886009216,-0.15233102440834045
1,indonesians,ukrainians,725,1431,-0.18620184063911438,0.199691042304039,0.3858928829431534
2,indonesians,ukrainians,84,217,-0.28201931715011597,-0.19113115966320038,0.09088815748691559
3,indonesians,ukrainians,1512,1396,-0.08414969593286514,-0.7547640204429626,-0.6706143245100975
4,indonesians,ukrainians,947,885,-0.035483814775943756,-0.5696160197257996,-0.5341322049498558
5,indonesians,ukrainians,684,1143,-0.24137532711029053,-0.04711038991808891,0.19426493719220161
6,indonesians,ukrainians,1645,1788,-0.4794008731842041,-0.07210040092468262,0.4073004722595215
7,indonesians,ukrainians,956,1213,-0.21097908914089203,0.09886803478002548,0.3098471239209175
8,indonesians,ukrainians,1784,1280,0.13774652779102325,-0.7723796367645264,-0.9101261645555496
9,indonesians,ukrainians,91,675,-0.5285687446594238,-0.3746737837791443,0.15389496088027954
10,indonesians,ukrainians,1589,1529,0.3633975684642792,-0.6646392941474915,-1.0280368626117706
11,indonesians,ukrainians,291,555,-0.4580862522125244,-0.6442901492118835,-0.18620389699935913
12,indonesians,ukrainians,293,1147,-0.4469105899333954,-0.06915771961212158,0.3777528703212738
13,indonesians,ukrainians,227,1709,-0.5290244221687317,-0.018698429688811302,0.5103259924799204
14,indonesians,ukrainians,1070,325,0.26225680112838745,-0.8090137839317322,-1.0712705850601196
15,indonesians,ukrainians,1223,1675,-0.5390817523002625,-0.03285520151257515,0.5062265507876873
16,indonesians,ukrainians,1558,218,0.2654934823513031,-0.73028564453125,-0.9957791268825531
17,indonesians,ukrainians,1321,1725,-0.5056778788566589,0.004653668496757746,0.5103315473534167
18,indonesians,ukrainians,1626,740,0.2585323452949524,-0.722140908241272,-0.9806732535362244
19,indonesians,ukrainians,86,1053,-0.4305357038974762,0.13234014809131622,0.5628758519887924
20,indonesians,ukrainians,258,177,0.06637530773878098,-0.5800682902336121,-0.646443597972393
21,indonesians,ukrainians,1650,529,0.3683529496192932,-0.9550175666809082,-1.3233705163002014
22,indonesians,ukrainians,773,969,-0.2551352083683014,-0.36580148339271545,-0.11066627502441406
23,indonesians,ukrainians,101,889,-0.7667306661605835,-0.5845896601676941,0.1821410059928894
24,indonesians,ukrainians,791,781,-0.05810127407312393,-0.5235247611999512,-0.46542348712682724
25,indonesians,ukrainians,1107,703,0.045740820467472076,-0.7134742140769958,-0.7592150345444679
26,indonesians,ukrainians,1591,454,0.13194827735424042,-0.8095715641975403,-0.9415198415517807
27,indonesians,ukrainians,698,1938,-0.4506395757198334,-0.30533838272094727,0.1453011929988861
28,indonesians,ukrainians,313,1710,-0.6230456829071045,-0.2590155005455017,0.3640301823616028
29,indonesians,ukrainians,1174,145,0.35308051109313965,-0.9400053024291992,-1.2930858135223389
30,indonesians,ukrainians,856,1102,-0.16963405907154083,-0.01128089427947998,0.15835316479206085
31,indonesians,ukrainians,777,475,-0.07839427143335342,-0.6581683158874512,-0.5797740444540977
32,indonesians,ukrainians,350,89,0.1123802661895752,-0.917691707611084,-1.0300719738006592
33,indonesians,ukrainians,1753,400,0.2743735909461975,-0.7055351138114929,-0.9799087047576904
34,indonesians,ukrainians,1531,196,0.3165494501590729,-0.784321665763855,-1.1008711159229279
35,indonesians,ukrainians,359,206,-0.06617563217878342,-0.6839608550071716,-0.6177852228283882
36,indonesians,ukrainians,1821,1610,0.08893825858831406,-0.8487780690193176,-0.9377163276076317
37,indonesians,ukrainians,1004,352,0.294778436422348,-0.6656248569488525,-0.9604032933712006
38,indonesians,ukrainians,895,162,0.13170424103736877,-0.8787450194358826,-1.0104492604732513
39,indonesians,ukrainians,1058,1522,-0.49456334114074707,-0.03190121799707413,0.46266212314367294
40,indonesians,ukrainians,1338,1235,0.12660382688045502,-0.7991296052932739,-0.9257334321737289
41,indonesians,ukrainians,741,1019,-0.4529739320278168,-0.2551272511482239,0.1978466808795929
42,indonesians,ukrainians,985,1098,-0.2435905784368515,-0.22711721062660217,0.01647336781024933
43,indonesians,ukrainians,455,800,-0.45518121123313904,-0.27212920784950256,0.18305200338363647
44,indonesians,ukrainians,994,1703,-0.5406252145767212,-0.22020912170410156,0.32041609287261963
45,indonesians,ukrainians,303,1751,-0.8792295455932617,-0.2215225249528885,0.6577070206403732
46,indonesians,ukrainians,1065,1882,-0.8196048736572266,-0.22845982015132904,0.5911450535058975
47,indonesians,ukrainians,352,168,0.18713326752185822,-0.5353264212608337,-0.722459688782692
48,indonesians,ukrainians,229,336,-0.6025207042694092,-0.31870949268341064,0.28381121158599854
49,indonesians,ukrainians,388,1473,-0.4079490303993225,0.07056818157434464,0.47851721197366714
