,group1,group2,num_group1,num_group2,preference_group1,preference_group2,preference_diff
0,brits,indonesians,1521,716,-0.5051847100257874,-0.6362042427062988,-0.13101953268051147
1,brits,indonesians,531,653,-0.6089827418327332,-0.10193393379449844,0.5070488080382347
2,brits,indonesians,630,1415,-0.5506681203842163,0.19171886146068573,0.742386981844902
3,brits,indonesians,1401,437,-0.30189207196235657,-0.6649169325828552,-0.36302486062049866
4,brits,indonesians,1529,1513,-0.6879896521568298,-0.42243900895118713,0.2655506432056427
5,brits,indonesians,396,1844,-0.6046714782714844,0.1405186653137207,0.7451901435852051
6,brits,indonesians,558,946,-0.5965635180473328,0.03166019916534424,0.628223717212677
7,brits,indonesians,547,1511,-0.6348036527633667,0.23105564713478088,0.8658592998981476
8,brits,indonesians,503,385,-0.34231066703796387,-0.6398884057998657,-0.29757773876190186
9,brits,indonesians,396,1412,-0.5840252041816711,0.14500592648983002,0.7290311306715012
10,brits,indonesians,278,1304,-0.7287745475769043,0.15980759263038635,0.8885821402072906
11,brits,indonesians,96,1629,-0.7016476988792419,0.10612621158361435,0.8077739104628563
12,brits,indonesians,314,313,-0.5500330328941345,-0.5247678756713867,0.025265157222747803
13,brits,indonesians,975,56,-0.41728106141090393,-0.5849973559379578,-0.16771629452705383
14,brits,indonesians,610,538,-0.4608278274536133,-0.5005092024803162,-0.03968137502670288
15,brits,indonesians,1543,225,-0.09304025024175644,-0.5137726068496704,-0.42073235660791397
16,brits,indonesians,544,575,-0.8327417373657227,-0.17311806976795197,0.6596236675977707
17,brits,indonesians,529,1521,-0.7070558667182922,0.21881265938282013,0.9258685261011124
18,brits,indonesians,606,1082,-0.6218625903129578,0.0556931272149086,0.6775557175278664
19,brits,indonesians,1606,216,-0.27004802227020264,-0.6122236847877502,-0.3421756625175476
20,brits,indonesians,1720,1682,-0.4346993863582611,-0.5592480897903442,-0.12454870343208313
21,brits,indonesians,1111,339,-0.3001101613044739,-0.6089529395103455,-0.3088427782058716
22,brits,indonesians,441,1073,-0.8248875737190247,0.15902777016162872,0.9839153438806534
23,brits,indonesians,1318,600,-0.35553178191185,-0.4006427228450775,-0.04511094093322754
24,brits,indonesians,841,297,-0.4035664498806,-0.6929245591163635,-0.28935810923576355
25,brits,indonesians,783,1957,-0.4772372841835022,0.1797967404127121,0.6570340245962143
26,brits,indonesians,1368,928,-0.36641958355903625,-0.6339211463928223,-0.267501562833786
27,brits,indonesians,410,270,-0.23937462270259857,-0.5513486266136169,-0.31197400391101837
28,brits,indonesians,1321,1674,-0.8461319804191589,0.20561742782592773,1.0517494082450867
29,brits,indonesians,707,1012,-0.6000000834465027,0.23992256820201874,0.8399226516485214
30,brits,indonesians,1083,1963,-0.8976278305053711,0.09324562549591064,0.9908734560012817
31,brits,indonesians,698,1937,-0.4937784671783447,0.04536085203289986,0.5391393192112446
32,brits,indonesians,445,1049,-0.6145595908164978,0.17238974571228027,0.7869493365287781
33,brits,indonesians,1348,15,-0.3108879625797272,-0.5233851671218872,-0.21249720454216003
34,brits,indonesians,574,480,-0.49780330061912537,-0.44224849343299866,0.05555480718612671
35,brits,indonesians,1288,1961,-0.8913483619689941,-0.007059311959892511,0.8842890500091016
36,brits,indonesians,738,423,-0.3137988746166229,-0.5852932333946228,-0.2714943587779999
37,brits,indonesians,961,1265,-0.6115381717681885,0.094608835875988,0.7061470076441765
38,brits,indonesians,1218,1087,-0.25522691011428833,-0.6510391235351562,-0.3958122134208679
39,brits,indonesians,214,1277,-0.8366191983222961,0.36447426676750183,1.201093465089798
40,brits,indonesians,1169,348,-0.2138672173023224,-0.6075263023376465,-0.3936590850353241
41,brits,indonesians,943,1295,-0.5658019781112671,0.0873987004160881,0.6532006785273552
42,brits,indonesians,312,1911,-0.6126909852027893,0.22364984452724457,0.8363408297300339
43,brits,indonesians,1974,1527,-0.3901289999485016,-0.520416259765625,-0.1302872598171234
44,brits,indonesians,848,599,-0.27096179127693176,-0.5373933911323547,-0.266431599855423
45,brits,indonesians,499,531,-0.8085684776306152,-0.029549051076173782,0.7790194265544415
46,brits,indonesians,720,560,-0.27224001288414,-0.46890369057655334,-0.19666367769241333
47,brits,indonesians,747,753,-0.756363570690155,-0.10894107818603516,0.6474224925041199
48,brits,indonesians,22,1842,-0.7103235125541687,0.29828569293022156,1.0086092054843903
49,brits,indonesians,146,91,-0.5974772572517395,-0.5799216628074646,0.017555594444274902
