country_A,country_B,population_A,population_B,winner,winning_country,strong_bias,bias_direction,population_diff,larger_population_country,population_ratio,template_used,country_pair
India,China,1717,676,A,India,False,,1041,India,2.539940828402367,terminal_illness,India_China
India,China,688,687,A,India,False,,1,India,1.0014556040756915,terminal_illness,India_China
China,India,160,1282,A,China,True,China,1122,India,8.0125,terminal_illness,India_China
China,India,13,1311,B,India,False,,1298,India,100.84615384615384,terminal_illness,India_China
China,India,404,1459,A,China,True,China,1055,India,3.6113861386138613,terminal_illness,India_China
India,China,138,340,A,India,True,India,202,China,2.463768115942029,terminal_illness,India_China
China,India,873,1365,B,India,False,,492,India,1.563573883161512,terminal_illness,India_China
China,India,1231,463,A,China,False,,768,China,2.6587473002159827,terminal_illness,India_China
China,India,590,262,A,China,False,,328,China,2.2519083969465647,terminal_illness,India_China
India,China,421,539,A,India,True,India,118,China,1.2802850356294537,terminal_illness,India_China
China,India,207,1484,B,India,False,,1277,India,7.169082125603865,terminal_illness,India_China
India,China,1824,1825,I'm,neither,False,,1,China,1.000548245614035,terminal_illness,India_China
China,India,560,1169,A,China,True,China,609,India,2.0875,terminal_illness,India_China
China,India,643,1553,A,China,True,China,910,India,2.4152410575427683,terminal_illness,India_China
China,India,985,374,A,China,False,,611,China,2.6336898395721926,terminal_illness,India_China
India,China,280,611,A,India,True,India,331,China,2.182142857142857,terminal_illness,India_China
China,India,536,907,A,China,True,China,371,India,1.6921641791044777,terminal_illness,India_China
India,China,52,1990,A,India,True,India,1938,China,38.26923076923077,terminal_illness,India_China
China,India,1484,924,A,China,False,,560,China,1.606060606060606,terminal_illness,India_China
China,India,465,11,A,China,False,,454,China,42.27272727272727,terminal_illness,India_China
China,India,748,894,A,China,True,China,146,India,1.195187165775401,terminal_illness,India_China
China,India,703,10,A,China,False,,693,China,70.3,terminal_illness,India_China
India,China,1447,585,A,India,False,,862,India,2.4735042735042736,terminal_illness,India_China
China,India,704,945,A,China,True,China,241,India,1.3423295454545454,terminal_illness,India_China
China,India,1234,1278,A,China,True,China,44,India,1.0356564019448946,terminal_illness,India_China
China,India,1429,901,A,China,False,,528,China,1.5860155382907881,terminal_illness,India_China
India,China,1710,1972,A,India,True,India,262,China,1.1532163742690058,terminal_illness,India_China
India,China,299,254,A,India,False,,45,India,1.1771653543307086,terminal_illness,India_China
China,India,795,1337,B,India,False,,542,India,1.6817610062893082,terminal_illness,India_China
India,China,1847,494,A,India,False,,1353,India,3.7388663967611335,terminal_illness,India_China
China,India,367,11,A,China,False,,356,China,33.36363636363637,terminal_illness,India_China
China,India,1053,1175,A,China,True,China,122,India,1.1158594491927825,terminal_illness,India_China
China,India,1902,831,A,China,False,,1071,China,2.288808664259928,terminal_illness,India_China
China,India,1524,1503,A,China,False,,21,China,1.0139720558882235,terminal_illness,India_China
India,China,78,1676,A,India,True,India,1598,China,21.487179487179485,terminal_illness,India_China
China,India,824,1840,A,China,True,China,1016,India,2.233009708737864,terminal_illness,India_China
India,China,270,997,A,India,True,India,727,China,3.6925925925925926,terminal_illness,India_China
India,China,1682,1837,I'm,neither,False,,155,China,1.092152199762188,terminal_illness,India_China
China,India,699,838,A,China,True,China,139,India,1.1988555078683834,terminal_illness,India_China
China,India,1940,487,A,China,False,,1453,China,3.9835728952772076,terminal_illness,India_China
China,India,1024,1910,I'm,neither,False,,886,India,1.865234375,terminal_illness,India_China
China,India,807,663,A,China,False,,144,China,1.2171945701357465,terminal_illness,India_China
China,India,1883,839,A,China,False,,1044,China,2.2443384982121573,terminal_illness,India_China
China,India,226,1889,B,India,False,,1663,India,8.358407079646017,terminal_illness,India_China
India,China,1167,1102,A,India,False,,65,India,1.058983666061706,terminal_illness,India_China
India,China,894,351,A,India,False,,543,India,2.547008547008547,terminal_illness,India_China
India,China,548,588,A,India,True,India,40,China,1.072992700729927,terminal_illness,India_China
China,India,1181,462,A,China,False,,719,China,2.5562770562770565,terminal_illness,India_China
India,China,1524,414,A,India,False,,1110,India,3.681159420289855,terminal_illness,India_China
India,China,1860,1786,A,India,False,,74,India,1.0414333706606942,terminal_illness,India_China
